p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year,plyr_number
kareemjackson_den_2022_10,den_2022_10,kareemjackson_den_2022,den_2022,kareemjackson,5545,s,den,1,0,26.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tashaungipsonsr_sf_2022_10,sf_2022_10,tashaungipsonsr_sf_2022,sf_2022,tashaungipsonsr,7288,s,sf,1,0,5.5,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
justinbethel_mia_2022_10,mia_2022_10,justinbethel_mia_2022,mia_2022,justinbethel,7654,cb,mia,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ajklein_bal_2022_10,bal_2022_10,ajklein_bal_2022,bal_2022,ajklein,7930,lb,bal,1,0,-0.8,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
chrisbanjo_ari_2022_10,ari_2022_10,chrisbanjo_ari_2022,ari_2022,chrisbanjo,8419,s,ari,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jimmieward_sf_2022_10,sf_2022_10,jimmieward_sf_2022,sf_2022,jimmieward,8665,s,sf,1,1,5.8,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
danielsorensen_no_2022_10,no_2022_10,danielsorensen_no_2022,no_2022,danielsorensen,9253,s,no,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
kwaunwilliams_den_2022_10,den_2022_10,kwaunwilliams_den_2022,den_2022,kwaunwilliams,9332,cb,den,1,0,11.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
landoncollins_nyg_2022_10,nyg_2022_10,landoncollins_nyg_2022,nyg_2022,landoncollins,9466,s,nyg,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
deanmarlowe_atl_2022_10,atl_2022_10,deanmarlowe_atl_2022,atl_2022,deanmarlowe,9966,s,atl,1,1,25.2,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
alexsingleton_den_2022_10,den_2022_10,alexsingleton_den_2022,den_2022,alexsingleton,9994,lb,den,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jaylonsmith_nyg_2022_10,nyg_2022_10,jaylonsmith_nyg_2022,nyg_2022,jaylonsmith,10668,lb,nyg,1,1,-2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
mylesjack_pit_2022_10,pit_2022_10,mylesjack_pit_2022,pit_2022,mylesjack,10670,lb,pit,1,0,8.6,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
deionjones_cle_2022_10,cle_2022_10,deionjones_cle_2022,cle_2022,deionjones,10686,lb,cle,1,0,11.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
justinsimmons_den_2022_10,den_2022_10,justinsimmons_den_2022,den_2022,justinsimmons,10732,s,den,1,1,7.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
anthonybrown_dal_2022_10,dal_2022_10,anthonybrown_dal_2022,dal_2022,anthonybrown,10823,cb,dal,1,0,27.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jayronkearse_dal_2022_10,dal_2022_10,jayronkearse_dal_2022,dal_2022,jayronkearse,10878,s,dal,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
claytonfejedelem_mia_2022_10,mia_2022_10,claytonfejedelem_mia_2022,mia_2022,claytonfejedelem,10879,s,mia,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
mikehilton_cin_2022_10,cin_2022_10,mikehilton_cin_2022,cin_2022,mikehilton,10898,cb,cin,1,0,16.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
adoreejackson_nyg_2022_10,nyg_2022_10,adoreejackson_nyg_2022,nyg_2022,adoreejackson,11773,cb,nyg,1,0,9.4,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
justinevans_no_2022_10,no_2022_10,justinevans_no_2022,no_2022,justinevans,11805,s,no,1,0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
fabianmoreau_nyg_2022_10,nyg_2022_10,fabianmoreau_nyg_2022,nyg_2022,fabianmoreau,11836,cb,nyg,1,0,17.4,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
johnjohnsoniii_cle_2022_10,cle_2022_10,johnjohnsoniii_cle_2022,cle_2022,johnjohnsoniii,11847,s,cle,1,0,5.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
cameronsutton_pit_2022_10,pit_2022_10,cameronsutton_pit_2022,pit_2022,cameronsutton,11850,cb,pit,1,1,15.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
mattmilano_buf_2022_10,buf_2022_10,mattmilano_buf_2022,buf_2022,mattmilano,11918,lb,buf,1,0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
arthurmaulet_pit_2022_10,pit_2022_10,arthurmaulet_pit_2022,pit_2022,arthurmaulet,12224,cb,pit,1,1,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
sionetakitaki_cle_2022_10,cle_2022_10,sionetakitaki_cle_2022,cle_2022,sionetakitaki,12666,lb,cle,1,1,1.7,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
devinbush_pit_2022_10,pit_2022_10,devinbush_pit_2022,pit_2022,devinbush,27375,lb,pit,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
blakecashman_hou_2022_10,hou_2022_10,blakecashman_hou_2022,hou_2022,blakecashman,35413,lb,hou,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
taecrowder_nyg_2022_10,nyg_2022_10,taecrowder_nyg_2022,nyg_2022,taecrowder,35774,lb,nyg,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jonasgriffith_den_2022_10,den_2022_10,jonasgriffith_den_2022,den_2022,jonasgriffith,35858,lb,den,1,1,9.4,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jordankunaszyk_cle_2022_10,cle_2022_10,jordankunaszyk_cle_2022,cle_2022,jordankunaszyk,38548,lb,cle,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ericwilson_gb_2022_10,gb_2022_10,ericwilson_gb_2022,gb_2022,ericwilson,38587,lb,gb,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
trevondiggs_dal_2022_10,dal_2022_10,trevondiggs_dal_2022,dal_2022,trevondiggs,41817,cb,dal,1,0,11.2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
charvariusward_sf_2022_10,sf_2022_10,charvariusward_sf_2022,sf_2022,charvariusward,43034,cb,sf,1,0,4.2,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
greedywilliams_cle_2022_10,cle_2022_10,greedywilliams_cle_2022,cle_2022,greedywilliams,43254,cb,cle,1,0,32.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
treflowers_cin_2022_10,cin_2022_10,treflowers_cin_2022,cin_2022,treflowers,49059,cb,cin,1,0,14.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tarvariusmoore_sf_2022_10,sf_2022_10,tarvariusmoore_sf_2022,sf_2022,tarvariusmoore,49178,s,sf,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ronnieharrison_cle_2022_10,cle_2022_10,ronnieharrison_cle_2022,cle_2022,ronnieharrison,49206,s,cle,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
donovanwilson_dal_2022_10,dal_2022_10,donovanwilson_dal_2022,dal_2022,donovanwilson,49408,s,dal,1,0,3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
nickmccloud_nyg_2022_10,nyg_2022_10,nickmccloud_nyg_2022,nyg_2022,nickmccloud,49535,cb,nyg,1,1,3.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jujuhughes_det_2022_10,det_2022_10,jujuhughes_det_2022,det_2022,jujuhughes,49545,s,det,1,0,7.5,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
orenburks_sf_2022_10,sf_2022_10,orenburks_sf_2022,sf_2022,orenburks,50203,lb,sf,1,0,2.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ajgreen_cle_2022_10,cle_2022_10,ajgreen_cle_2022,cle_2022,ajgreen,50394,cb,cle,1,0,11.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jeremyreaves_was_2022_10,was_2022_10,jeremyreaves_was_2022,was_2022,jeremyreaves,50406,s,was,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
amanioruwariye_det_2022_10,det_2022_10,amanioruwariye_det_2022,det_2022,amanioruwariye,50533,cb,det,1,1,16.7,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
mikeford_atl_2022_10,atl_2022_10,mikeford_atl_2022,atl_2022,mikeford,50535,cb,atl,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
lukegifford_dal_2022_10,dal_2022_10,lukegifford_dal_2022,dal_2022,lukegifford,50675,lb,dal,1,1,-1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
joseyjewell_den_2022_10,den_2022_10,joseyjewell_den_2022,den_2022,joseyjewell,50720,lb,den,1,1,-1.3,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
robertspillane_pit_2022_10,pit_2022_10,robertspillane_pit_2022,pit_2022,robertspillane,50918,lb,pit,1,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
leightonvanderesch_dal_2022_10,dal_2022_10,leightonvanderesch_dal_2022,dal_2022,leightonvanderesch,50950,lb,dal,1,0,-2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
julianlove_nyg_2022_10,nyg_2022_10,julianlove_nyg_2022,nyg_2022,julianlove,51081,s,nyg,1,2,8.8,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
pjlocke_den_2022_10,den_2022_10,pjlocke_den_2022,den_2022,pjlocke,51189,s,den,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
minkahfitzpatrick_pit_2022_10,pit_2022_10,minkahfitzpatrick_pit_2022,pit_2022,minkahfitzpatrick,51206,s,pit,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
fredwarner_sf_2022_10,sf_2022_10,fredwarner_sf_2022,sf_2022,fredwarner,51222,lb,sf,1,2,5.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
kristianwelch_bal_2022_10,bal_2022_10,kristianwelch_bal_2022,bal_2022,kristianwelch,51283,lb,bal,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
terrelledmunds_pit_2022_10,pit_2022_10,terrelledmunds_pit_2022,pit_2022,terrelledmunds,51334,s,pit,1,1,14.0,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
trenorwood_pit_2022_10,pit_2022_10,trenorwood_pit_2022,pit_2022,trenorwood,55675,s,pit,1,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
deommodorelenoir_sf_2022_10,sf_2022_10,deommodorelenoir_sf_2022,sf_2022,deommodorelenoir,55686,cb,sf,1,0,14.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ajparker_det_2022_10,det_2022_10,ajparker_det_2022,det_2022,ajparker,55983,cb,det,1,0,18.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
markquesebell_dal_2022_10,dal_2022_10,markquesebell_dal_2022,dal_2022,markquesebell,56033,s,dal,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ambrythomas_sf_2022_10,sf_2022_10,ambrythomas_sf_2022,sf_2022,ambrythomas,56058,cb,sf,1,0,4.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
damarrimathis_den_2022_10,den_2022_10,damarrimathis_den_2022,den_2022,damarrimathis,56143,cb,den,1,0,6.6,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
daronbland_dal_2022_10,dal_2022_10,daronbland_dal_2022,dal_2022,daronbland,56158,cb,dal,1,1,8.2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
darnayholmes_nyg_2022_10,nyg_2022_10,darnayholmes_nyg_2022,nyg_2022,darnayholmes,56247,cb,nyg,1,0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tonyfieldsii_cle_2022_10,cle_2022_10,tonyfieldsii_cle_2022,cle_2022,tonyfieldsii,57698,lb,cle,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jamespierre_pit_2022_10,pit_2022_10,jamespierre_pit_2022,pit_2022,jamespierre,60649,cb,pit,1,0,10.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
grantdelpit_cle_2022_10,cle_2022_10,grantdelpit_cle_2022,cle_2022,grantdelpit,60685,s,cle,1,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
joshuahbledsoe_ne_2022_10,ne_2022_10,joshuahbledsoe_ne_2022,ne_2022,joshuahbledsoe,60691,s,ne,1,0,19.3,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
brianasamoah_min_2022_10,min_2022_10,brianasamoah_min_2022,min_2022,brianasamoah,77195,lb,min,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
micahmcfadden_nyg_2022_10,nyg_2022_10,micahmcfadden_nyg_2022,nyg_2022,micahmcfadden,81246,lb,nyg,1,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
damoneclark_dal_2022_10,dal_2022_10,damoneclark_dal_2022,dal_2022,damoneclark,81282,lb,dal,1,0,-2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
kelvinjoseph_dal_2022_10,dal_2022_10,kelvinjoseph_dal_2022,dal_2022,kelvinjoseph,83051,cb,dal,1,1,16.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
veronemckinleyiii_mia_2022_10,mia_2022_10,veronemckinleyiii_mia_2022,mia_2022,veronemckinleyiii,83068,s,mia,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
rachadwildgoose_was_2022_10,was_2022_10,rachadwildgoose_was_2022,was_2022,rachadwildgoose,83111,cb,was,1,0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
patricksurtainii_den_2022_10,den_2022_10,patricksurtainii_den_2022,den_2022,patricksurtainii,83119,cb,den,1,1,-5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
gregnewsomeii_cle_2022_10,cle_2022_10,gregnewsomeii_cle_2022,cle_2022,gregnewsomeii,83341,cb,cle,1,0,5.8,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
israelmukuamu_dal_2022_10,dal_2022_10,israelmukuamu_dal_2022,dal_2022,israelmukuamu,83377,s,dal,1,0,-1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
talanoahufanga_sf_2022_10,sf_2022_10,talanoahufanga_sf_2022,sf_2022,talanoahufanga,83903,s,sf,1,0,-0.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ejspeed_ind_2022_10,ind_2022_10,ejspeed_ind_2022,ind_2022,ejspeed,94351,lb,ind,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
martinemerson_cle_2022_10,cle_2022_10,martinemerson_cle_2022,cle_2022,martinemerson,97872,cb,cle,1,1,3.9,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
danebelton_nyg_2022_10,nyg_2022_10,danebelton_nyg_2022,nyg_2022,danebelton,101398,s,nyg,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
